"caseids","content"
3618938,"书记：您好！我是江西九江市彭泽县马当镇人，农民出生，几代以土地为生，土地是我们的命根子，政府征用我们的土地，我们都表示理解与支持，省政府与是政府对我们农民的关心与爱护我们是看在眼锏模枪赜诓钩ビ氩怪啵颐强戳斯赜诮魇⊥恋卣饔孟喙靥趵庑┭垢缓侠恚纱丝杉颐堑牟钩ソ鹨约安怪延茫蟛糠直幌丶丁⒄蚣兑约按寮恫糠指刹克酵汤玻轿颐鞘掷锼Ｎ藜福荒兜兀磕�400元，分八年付清，计3200元，我们家土地被占用一亩二分地，土地附着物（油菜）只赔了200元，根据我们家的收入计算，每年每亩地纯收入几乎接近一千四百元左右，八年计11200元，我们村就我们几家占地比较多，其他占地少的，不敢与县政府争取自己的利益，只能忍气吞声，还有其他村大部分土地也被征用，据听说，县政府将这些地高价卖与他人，本县一些有背景的人已经在这些土地上盖房，县政府乱用这些土地，我们这些靠土地为生的人，自古民不与官斗，因为都不过他们，我们只有忍气吞声，息事宁人。。。。。，希望书记为我们做主，我代表我们县的百姓谢谢您啦"
3618939,"书记您好，我家在南昌市红谷滩原实验农场片区，是1997年通过正规手续（准建证、国有土地使用证、房产证）建设的房子。在2009年由于联泰公司开发就开始拆迁（归红谷滩新区管理，但却是由沙井拆迁办负责拆迁）。由于这个片区大部分房子都是农房，没有任何证件的，而他们既然要求我们跟其他农房一样，按照他们给农房制定的补偿标准拆（按政策农房的那个补偿标准比城市私房的要低很多），但后来由于我们家坚决反对就没拆，一直拖到现在。现在这里每天因施工而尘土飞扬，并且在我家门口堆了很多土，每次一下雨就全是泥巴。我想知道我家还拆不拆,什么时候拆，该按什么标准拆？如果要拆怎么没有相映的单位或部门来给个说法，我们该找什么单位；如果不拆怎么联泰说这块地他们买了，这块地现在明明还在我们手里，我们有国有土地部门的证件，也有买地的收据，一块土地能卖两家吗？"
3618943,"有空的时候也抓一抓乡镇的腐败"
3618948,"南昌市中级法院(2009)洪民一终字第458号依据巳废止了的劳动部办公厅1997年88号文，对单位经营困难企业强制职工内退下岗、停薪留职人员，到新单位再就业，被新单位违法解聘，而该院判决在新单位可“随时解聘”再就业人员，难道下岗人员唯一出路就是下岗、下岗再下岗，为什么不受“劳动合同法保护”，难道唯一出路就是下岗待业吗？中央鼓励下岗职工再就业受政策法律保护体现在那里，法理、天理何在。千千万万个该类人，难道要死了人，上级才重视吗？有谁帮帮我们。"
3618951,"苏书记：您好！我想向您反映的事情是，德兴县到德兴铜矿的一条道路，修了五年了，到现在还有三百米左右至今没有修，附近居民叫苦连天。我现在在浙江这边打工，可每年回去那条路依旧是老样子，看看周边的省发展很快，但江西的发展实在是太慢了。希望您在百忙之中能过问一下此事，这条路就这么难修吗？"
3618952,"案情及经过综述：2009年4月18日早饭后8点左右去菜场，当她从其县县城原古艾旅舍（即现在的京都宾馆）门前沿人行横道横过古艾路，刚走出距路边约2米远处，便被一骑山地赛车逆道急速行驶的男青年撞倒，当时肇事者呆站在现场不知所措。肇事男青年欲上前将老人扶起，这时，一辆出租车刚好从事故现场经过，司机师傅告诉男青年，“千万别动老人，动了你会更麻烦！”听了司机师傅的话，男青年便没再敢动。得到信息的肇事男青年亲戚到达现场后，不顾围观人的阻拦，强行将谭火秀老人拖扔到距原发现场约20米远的古艾市场路对面十字路口不管，然后将原发现场的肇事车也移走，使得原发现场被破坏，证据被销毁。约30分钟后，不知谁报了警。江西省武宁县交警大队交警到达现场，到达现场后，不但对躺在地上的受伤人员谭火秀不闻不问，而且法律法规规定办案交警应该做的事，例如对现场进行堪验、勘查、拍照、对现场当事人、见证人调查询问并做笔录等，处理现场的交警几乎一件也没做，连120急救电话都不打。约40分钟后，才从受伤人谭火秀身上找出手机并通知其亲戚，等到其亲戚到达现场后，交警才叫其亲戚租车将老人送武宁县中医院急救，。经医院全面检查，诊断谭火秀老人为多处骨折并严重错位。2009年5月22日，受害人因不服武宁县交警大队事故认定书的认定，而向九江市公安局交警支队投诉。2009年8月7日，九江市交警支队下达“九公交肇决字【2009】2号《关于撤销武宁县公安局交通警察大队第57号道路交通事故认定书的决定》”，并责令武宁县交警大队对该起交通事故“重新调查及重新认定”。不知何因，或许是肇事者家人说的他们有的是人事关系再加上送了钱，但真正的原因只有武宁县交警大队自己知道。武宁县交警大队接到九江市交警支队的决定书后，不但不重新调查、重新认定，却给受害人下达一份签字日期为2008年的事故证明。拿到事故证明的谭火秀家人与交警大队多次沟通而被拒，便向有关部门信访、走访，一段时间后又于多个网上发帖。2010年5月10日16点48分，武宁县公安局交管大队于九江论坛对谭火秀的信访公开发帖回复，回复帖如下：武宁县公安局交管大队关于“2009?4?18”交通事故信访的回复PostBy：2010-5-1016:48:00武宁县公安局交管大队关于“2009&#8226;4&#8226;18”交通事故信访的回复2009年4月18日8时30分，张成立（男，19岁）骑行一辆自行笛毓虐纷远蛭餍惺唬惺恢聊酚牍虐肥致房谑保月纺贤繁焙岽┑缆返男腥颂坊鹦悖ㄅ�58岁）撞倒，造成谭火秀受伤的交通事故。事故发生后，事故处理中队民警袁立等及时出警，赶到了现场。但在我们民警到达现场之前，当事人张成立已将谭火秀扶到道路北侧人行道上，张成立骑行的自行车也被推至道路北侧人行道上，张成立的亲属也赶到了现场，将谭火秀送往医院治疗。由于现场破坏，路面又没有遗留任何挫划痕、制动印痕，民警便对现场概貌进行了拍照，勘查后，只有放在对当事人和目击证人的调查取证上，通过调查取证：经事故中队讨论及大队分管事故领导审批。认定张成立、谭火秀在事故中负同等责任.2009年5月17日,谭火秀向市支队提出复核申请，市支队于2009年8月7日作出关于撤销武宁县公安局交通管理大队第57号道路交通事故认定书的决定，要求武宁县交管大队重新调查及重新认定。接到支队复核结论后，我大队领导高度重视，并责令办案单位进行重新调查。但调查情况无法深入，由于现场变动，证据灭失，经办案单位和大队分管领导重新讨论研究后，根据《道路交通事故处理秩序规定》第五十条之规定，于2009年8月28日，下达了武公交证字[2009]第003号道路交通事故证明（出具道路交通事故证明的日期写成2008年8月28日确实属于笔误）。并于当日送达双方当事人，告知谭火秀治疗终结和伤残鉴定后，双方可以书面申请交警部门就赔偿事宜进行调解，也可以直接向人民法院提出民事诉讼。因双方家庭实属困难，根据谭火秀家属要求2009年底我队就治疗费问题找张成立家属进行协调，但谭的家属要求张成立一次性赔偿谭火秀的医药费、伙食补助、护理费、误工费、精神损害等费用玖万元正，由于双方分歧太大，无法协调。目前谭火秀仍在住院治疗之中，总花费2万余元。从武宁县公安局交管大队的信访回复帖完全可以确信，受害人谭火秀及其家人所说的是事实，武宁县交警大队至少存在行政不作为以及包庇肇事者等行为。其中最值得、也应该注意的地方是：信访回复帖中为何只说受害人是肇事者将其“扶”至路边，而不提其他参与人？从这一点说明武宁县交警大队还存在保护违法犯罪嫌疑人的违法行为。为什么能这么说而且如此肯定，因为此案我曾经三次赴江西省武宁县实地勘察并调阅有关卷宗。肇事者自己于调查材料中供述，受害人是被肇事者亲戚“扶”到路边去的，肇事车也是其亲戚弄走的。我真不能理解武宁县公安局交管（或交警）大队写这份信访回复帖的时候也不动脑子想一想，如果是他们其中一人被撞得如此惨重，别人扶他（她）能站得起来吗？且一个体重一百六七十斤的重伤老人一个人又怎能弄得了？受害人谭火秀入院时是多处骨折，现在是严重伤残，按照《最高人民法院关于审理交通肇事刑事案件具体应用法律若干问题的解释》法释【2000】33号第六条，猖狂、心狠的肇事者亲戚应被追究刑事责任，而武宁县公安局交警大队至今不但不对肇事者亲戚进行立案调查，连普通的调查材料都没有，不知何因。对受害人实施故意伤害的肇事者亲戚，本应被追究刑事责任，但至今仍然逍遥法外。肯请有关部门给予关注并处理此事。"
3618954,"赣州崇义县长龙镇杨梅镇龙勾镇公路改造一期工程为何停工一月余？现有路面缺乏养护，经雨水冲刷后坑坑洼洼，极其难走，杨眉片人口众多，车流量大，群众怨声再道。政府相关部门应该加大建设力度，长期下去，是否是政府行政不作为，成了睁眼瞎！！"
3618956,"村干部腐败该管一管，贪官太多了严厉打击贪官腐败"
3618957,"九江市浔阳西路改造可以绕开高楼，拆除高楼边上的棚户区，本着节约原则把资金多为老百姓办一些实事。拆除高楼大家意见非常大，拆迁难度也不少。拆棚户区改观市容，利国利民，拆高楼浪费，应组织城建规划部门科学论证，多听群众意见，让老百姓安居乐业。　城镇房屋拆迁，必须严格依法规范进行，必须充分尊重被拆迁人选择产权调换、货币补偿等方面的意愿。立项前要组织专家论证，广泛征求社会各界特别是被拆迁人的意见，并进行社会稳定风险评估。要控制拆迁规模，对于没有经过社会稳定风险评估或群众意见较大的项目,一律不得颁发房屋拆迁许可证。要严格控制行政强制拆迁的数量，实施行政强制拆迁要严格执行相关程序，并报请上一级人民政府备案。程序不合法、补偿不到位、被拆迁人居住条件未得到保障以及未制定应急预案的,一律不得实施强制拆迁。"
3618960,"人口普查的人口数可以说是人口普查的最重要的一项数据,由于地方上有一部分人超生,没法上户口成为这次人口普查的一难点,从新闻中我们知道现在国家有文明规定,要给于这部分人上户口.但实际情况却不是这样的.象我们乡到目前为止,都在以有准生证为由才可以上.象这样今后的人口普查数据的准确性就会大打折扣,这样于国于民都不利.我想国家能不能在,电视上公布一个举报电话,让那些不执行政策的领导不敢胆大狂为,不执行国家政策."
3618965,"想知道政府部门到底是为谁服务，现在赣州我去过的县城猪肉差不多都是垄断的故意抬价，我想这个事情不决解只能上新闻了，我前两天到江西赣州会昌县问了一下猪肉进价6快2然后到瑞金7.2我又去宁都既然是7.5.7.88块真的是不敢相信相差这么大，后来我听卖猪肉的说是这两天一下涨了1块哦，我就问他宁都那里可以进猪肉他说宁都是垄断市场没办法，而且屠宰场的老板既然是县委领导的亲戚，而且他也有股份大家看看，现在的政府真的腐败"
3618966,"南昌安义中学，学校搞建设要老师出钱，而且哪么多教室空置，没几年的房子也开始掉土，严重豆腐渣工程，结果欠的外债还不上，在老师的工资里扣钱，补这样的缺口，学校腐败已经不是什么新鲜事了，这些扣去的钱，具体干什么去了，老师也不知情。据了解还远不止这些，比如：教师的工资福利，全县只有这个学校没有阳光工资也就是绩效，而且绝对不准议论，否则就冠以：“有损和谐社会的建设”！！！“想搞煽动，唯恐天下不乱”！！！殊不知自己就是那个和谐社会，和谐校园的破坏者！！！自己想做什么就做什么，完全不管教师的意见，学校的中层领导里也有一堆跟屁虫，偶尔发表点小意见，一会就会传到校长的耳朵里，轻则，喊去“谈心”，重则，大会上大声训斥，甚至，工作也别再想有好的安排了（指的是比如班级分配方面等）比如，有个教师被单独谈话，校长竟然说了句：你嫌待遇不好你可以辞职！！！想想就寒心啊，老师辛辛苦苦的工作，待遇不升反降，说了几句牢骚，竟然要被迫辞职！！！这种校长真是禽兽不如！！！再比如：最近期末考试阅卷时，财务室告诉一位老师去领工资，并开玩笑说：再不领就不给了。那位老师也开玩笑的说：就那点钱不领也罢，就当捐给希望工程了。殊不知第二天开学期工作总结大会时校长大发雷霆：嫌工资少！，你有什么，想搞什么，想煽动暴动时吧，你就是别有用心！！！大家听听，这整个一四人帮的论调！！！学校每年的教代会也形同虚设，完全的专制！！！代表都是校长会定好的，不是教师选举的，提案也是大部分内定了的，即使有其他的提案，校长看了后直接扔到一边，根本不予理睬！这样的教代会还叫教职工代表大会吗？这样的提案会体现教师们的心声吗？这样的学校里还有民主可言吗？可是，这个学校的可爱的老师们，虽然有怨言，但是工作还是依然努力，这几年高考，连创新高每年都是300多人到400多人达到二本及二本以上分数线，就算今年高考生源很差的情况下（高中入学时正式录取的只有300多人，高三时学生900来人），二本上线290多人，一本上线80多人！这样的教师难道不可享受一点公平的待遇吗？请相关部门明察，（最好暗访，先了解事实，不然，很多问题是会被相关人员掩盖掉的）"
3618968,"书记您好:我是南城县龙湖镇一为农民，我叫张荣华从事了客车经营，2010年7月3日下午4点20分左右客车象往常一样从南城返回龙湖途径洪门镇长源下坡路段，有一块水泥路面凸起45公分形成90度垂直，正常行驶下坡的驾驶员根本看不到，发现情况刹车以经过晚，车辆丛凸起的路面飞越过去严重颠伤车内6名乘客其中三名腰椎骨折，事发后驾驶员立急拨打了110120122，交警赶到现场拍照取证并且通知路政部门到现场修复路面并警示牌，伤者立刻送往医院抢救5天以来医药费共发去13万多元，目前我以经无法支付这样高昂的费用，事故发生后我一个农民找到公路部门要求成担责任，公路局局长说这属于突发事件于他们无关，我现在以经走头无路，请求书记调查此次重大事故原因，追纠有关部门的责任，帮我作主。"
3618971,"苏书记：你好，我向你反映个问题，江西省人大网站上设立了网上信访，但网页根本用不了，登录后都是些英文，有点忽悠人的味道，人大是倾听人民呼声的地方，希望人民的声音能够通过网络传达上去，请苏书记过问一下，万分感激。"
3618972,"书记你好：我希望在江西省内严打贪官，替党和人民清除败类和贪官，腐败的人"
3618973,"苏书记你好：江西百姓有一句名言：和绅倒，天下饱，江西贪官真不少。我建议江西省一次严打贪官和腐败，我希望看见省委的行动。"
3618978,"各位省委领导：你们好我代表鄱阳县全体乡村医生向省委领导反应我县新农村合作医疗中心针对我县乡村医生变相收取钱财，以满足他们的私欲。我县新农村合作医疗中心为广大农民办理了农医卡，方便了农民朋友，在这方面我们乡村医生也付出了努力，做了很多农民朋友工作，就算我们没有功劳也有苦劳吧，但是我县新农村合作医疗中心却要我县乡村医生进一万六千元修正牌的药品，才能有资格成为新农村合作医疗门诊刷卡单位，才可以方便农民就近刷卡就近有医的原则，而我县新农村合作医疗中心违背了国家医改原则，按理说国家给了你们[我县]公共卫生经费，不应我们乡村医生出这笔钱，你们政府应该安排好，用好这笔钱，我们是直接为农民朋友诊疗服务，我们也要养家糊口，我们也要生存，你们[我县新农村合作医疗中心]不要为了一己私利，官商勾结，败坏了国家的法律体制，我们也要明主，我们也要生活，如果有一天我们全体乡村医生不干了，不知是国家的损失，还是老百姓的损失。希望信访局的领导上呈省委书记苏荣同志读阅，我们全体乡村医生对信访局的领导感激为快，愿上天保佑我们，见到省委书记苏荣，解我们心中的心结。"
3618979,"[align=left][color=#000000][b][font=宋体][size=18pt]尊敬的省委领导[/size][/font][/b][font=宋体][size=12pt][/size][/font][/color][/align][align=left][color=#000000][b][font=宋体][size=18pt]您好[/size][/font][/b][font=宋体][size=12pt][/size][/font][/color][/align][align=left][color=#000000][b][font=宋体][size=18pt]本人谭XX，系江西省武宁县居民，[/size][/font][/b][b][font=Verdana][size=18pt]2009[/size][/font][/b][b][font=宋体][size=18pt]年[/size][/font][/b][b][font=Verdana][size=18pt]5[/size][/font][/b][b][font=宋体][size=18pt]月[/size][/font][/b][b][font=Verdana][size=18pt]22[/size][/font][/b][b][font=宋体][size=18pt]日[/size][/font][/b][b][font=宋体][size=18pt]，本人曾向我九江市公安局交通警察支队投诉过我县公安局交警大队对我的交通事故认定不公，支队收到我的投诉后，作出撤销我县公安局交警大队原事故认定书认定的公正决定，并责令我县公安局交警大队对我的案子给予重新调查、重新认定，而我县交警大队不但不执行上级决定，反而给我下达一份无效证明。我们多次与他们交涉不成后，也曾向我县公安局反映，但始终得不到支持和解决。现在本人做出如此抉择，实在是无其它办法。具体情况如下：[/size][/font][/b][font=宋体][size=12pt][/size][/font][/color][/align][align=left][color=#000000][b][font=宋体][size=18pt]2009[/size][/font][/b][b][font=宋体][size=18pt]年4月18日，本人早饭后去菜场，当我从我县县城原古艾旅舍（即现在的京都宾馆）门前沿人行横道横过古艾路，刚走出距路边约2米远处，便被一骑山地赛车逆道急速行驶的男青年撞倒。得到信息的肇事男青年亲戚到达现场后，为了掩盖事实真相，帮助肇事者逃避责任，便不管其行为将会造成怎样的严重后果，不顾围观人的阻拦，强行将我拖扔到距原发现场约20米远的古艾市场路对面十字路口不管，然后将原发现场的肇事车也移走，使得原发现场被破坏，证据被销毁。约30分钟后，不知谁报了警。[/size][/font][/b][font=宋体][size=12pt][/size][/font][/color][/align][align=left][color=#000000][font=宋体][size=12pt][/size][/font][/color][/align][align=left][b][font=宋体][size=18pt][color=#000000]我武宁县公安局交通警察大队交警到达现场，不对现场进行拍照、勘查、勘验，不询问当事人、见证人等，连我被肇事者亲戚移动后第二现场的具体位置也不确定、不记录。总之，法律、法规规定他们该做和必须做的，他们一件也没做，[/color][color=red]不但不对受伤的我实施救护，120救护电话也不打，任凭我躺在冰冷的马路上痛苦呻吟，约40分钟后，才从我身上找出手机通知我亲戚，等到我亲戚到达现场，才由我亲戚将我送武宁县中医院急救。[/color][color=#000000]经医院全面检查，诊断为多处骨折并严重错位，至今我还在医院治疗，现已成严重伤残。[/color][/size][/font][/b][font=宋体][size=12pt][/size][/font][/align][align=left][color=#000000][font=宋体][size=12pt][/size][/font][/color][/align][align=left][color=#000000][b][font=宋体][size=18pt]按法律规定，应在当日当场对肇事者和现场见证人进行询问，并做现场笔录。而武宁县交警大队办案交警为了帮助肇事者减轻法律责任，保护对我实施故意伤害的违法犯罪嫌疑人，办案交警便做了两份当事人的虚假笔录和虚假现场证人的笔录。办案交警为了掩盖他们的造假真相，便利用双休日，趁着我刚动过手术还处于半昏迷状态，故意支走我的家人，拉着我的手在造好的假询问笔录上按了手印。[/size][/font][/b][font=宋体][size=12pt][/size][/font][/color][/align][align=left][color=#000000][font=宋体][size=12pt][/size][/font][/color][/align][align=left][color=#000000][b][font=宋体][size=18pt]根据道路交通相关法律、法规规定，“处理事故的交通警察应当按照标准制作交通事故现场图，现场图制作、复核无误后，应当由勘查现场的交通警察、当事人或者见证人在交通事故现场图上签名”。而我武宁县交警大队此次的两张交通事故现场图，第一张无一人签名，第二张只有绘图人自己的签名，这能算是作为证据的符合规定和标准的、作为证据的交通事故现场图吗？[/size][/font][/b][font=宋体][size=12pt][/size][/font][/color][/align][align=left][color=#000000][font=宋体][size=12pt][/size][/font][/color][/align][align=left][color=#000000][b][font=宋体][size=18pt]就以上这些残缺不全、不符合法律法规、规章、标准规定的虚假材料，居然能被我县交警大队领导审查通过![/size][/font][/b][font=宋体][size=12pt][/size][/font][/color][/align][align=left][font=宋体][size=12pt][color=#000000][/color][/size][/font][/align][align=left][color=#000000][b][font=宋体][size=18pt]根据法律、法规，本应对此次事故负全部责任的肇事者，我武宁县交警大队第57号《交通事故认定书》却认定“双方在此次事故中负同等责任”；本已构成故意伤害而应追究刑事责任的肇事者亲戚，我武宁县交警大队至今未立案调查或上报，犯罪嫌疑人还在逍遥法外。[/size][/font][/b][font=宋体][size=12pt][/size][/font][/color][/align][align=left][color=#000000][font=宋体][size=12pt][/size][/font][/color][/align][align=left][b][font=宋体][size=18pt][color=#000000]2009[/color][/size][/font][/b][b][font=宋体][size=18pt][color=#000000]年5月22日，本人不服我武宁县交警大队第57号事故认定书的认定，向我九江市交警支队投诉。2009年8月7日，我市交警支队给我武宁县交警大队下达“九公交肇决字【2009】2号《关于撤销武宁县公安局交通警察大队第57号道路交通事故认定书的决定》，并责令我县交警大队重新调查、重新认定。我县交警大队不但不重新调查、重新认定，却给本人下达一份[/color][color=red]2008[/color][color=red]年签发的“武公交证字【2009】第003号《道路交通事故证明》[/color][color=#000000]。难道我县交警大队的警察和领导有未卜先知技能？实在是荒唐可笑。[/color][/size][/font][/b][font=宋体][size=12pt][/size][/font][/align][align=left][color=#000000][font=宋体][size=12pt][/size][/font][/color][/align][align=left][b][font=宋体][size=18pt][color=#000000]我武宁县公安局交警大队某办案警察，当我家人去找他理论，为何上级责令他们重新调查、重新认定，不但不做，[/color][color=red]2009[/color][color=red]年发生的事故，却把事故证明的日期写为2008年时[/color][color=#000000]，其警察还很生气地对我的家人说，他办了多年的案子，还从来没有人敢向上级投诉！后来，却又得意地对我的家人说，“你们已经向市交警支队告过了，再要告就到省里告去吧!”找县交警队领导，领导总是包庇下属或故意推诿。每次去找他们，他们都是如此。[/color][/size][/font][/"
3618983,"万载县原二轻局皮革厂社保问题尊敬的苏书记：您好！我们是江西省万载县原二轻局所属大集体企业皮革厂全体职工。人数仅40多人，全系统共有11个企业，因种种原因早已先后倒闭，而我厂因无资产至今未享受任何政策待遇，我厂职工如今大多为50岁上下的人，上有父母、下有读大学的子女，生活十分困难。我们所有职工早在93年就缴交职工养老保险统筹金，现唯一的希望就是能续缴社保，我们从去年7月份就开始诉求，不知多少次到二轻局找负责人要求解决我们的养老保险等问题，可一直未得到解决，我们也多次到过信访局及找过政府相关领导，也打省长手机反映过问题。可二轻局领导无视群众疾苦，多次推卸、拖延，甚至在信访、省长手机要求其答复并处理时，他们竟对事实于不顾，虚构事实，采取欺上瞒下、瞎编政府文件回函上级。我们希望政府能够予以重视。我们是在编职工，也愿意缴纳个人应缴部分，何况93年就已缴过养老保险。不知有关部门领导为何这般对待我们这些弱势群体。“迫切希望有关部门领导能够关注、重视并解决我们的困难！"
3618987,"书记您好：南昌安义东阳石牛村干部儿子现在己经生了三胎，平民百姓生一胎就要计划生育。计划生育也就是搞一些可怜人或者一些没有背景的人，请主书记您难道还有怎样的政策法规啊。我们村小组征地有三佰多万他们搞几个工程项目基本上就没有了，我们村小组从解放来起一直没有财务公开帐目老百姓过目，老百姓说他们还讲你们这些人都是刁民。希望能有关人来查此事"
3618990,"尊敬的苏书记：我们是工商系统退休的老同志，看到省领导都忙碌在抗灾一线访贫问苦，很是感动。但我们这些为党和国家工作了一辈子的老人，天天盼望能早点享受改革成果，却事与人违。鄱阳工商局至今没有发阳光工资，为什么？全省可能只剩下我们这一个地方还拖着没发，恳请苏书记关心过问一下我们的事，我们都年事已高，拖不起！！去年，我们一些老同志也曾经反映过，可是得到的答复是“已经陆续发放。”这是在哄老百姓！至今为止，也没有一点消息说什么时候能发下来，省领导不是多次在电视上讲不欠阳光工资吗？听说今年又会增加工资，不会到时又开空头支票骗人的吧？难道只有到北京才会引起领导的重视，真是这样吗？"
3618991,"尊敬的苏书记您好省委提出的“一大四小工程尊敬的苏书记您好！省委提出的“一大四小”工程是一件功在当代利在千秋的福址工程，把它提高到书记工程的政治高度并不为过。可就是这么个好工程，为什么偏偏要选在七八月份在田地上栽树，难道仅仅就是为了迎接省里九月份的验收吗?或者图什么所谓的政绩工程？本人对此实在不敢苟同。认为至少弊端有三：一是栽插的早稻已抽穗，丰收在即，毁之群众利益受损；二是在七八月栽树季节不适宜，难保成活；三是与党的实事求是的思想路线格格不入，更谈不上科学发展观这样做的后果，就是在群众中有损党的声誉尊敬的苏书记，我是浮梁的一名村干部，可以这么说，在该县有很多干部和我有一样的深同感受。只是怕丢乌纱帽显得无奈而已。故进言恳请书记及时出面阻止，务必将栽树一事放到季节适宜时进行。"
3618993,"6月21日18时，江西第二大河抚河唱凯堤发生400米决口，威胁下游14.5万人口的生命安全。经武警部队500余官兵72小时的艰苦奋战，唱凯堤于27日18时合拢，20公里长堤恢复了完整堤身。笔者今天在观看江西购樽ㄌ獗ǖ朗保⒁獾揭桓鱿附冢鞒秩饲肭胺郊钦呓樯芤幌麓蟮毯下Ｇ榭觯胺郊钦咚担骸跋衷谖艺驹谡飧鑫恢每梢郧宄乜吹秸龃蟮袒旧弦丫舛铝耍颐强梢钥吹交褂屑该椎牧逊欤衷诠こ坛岛驮嗽厥牡某盗径家丫Ｔ谡饫铮瞪嫌昧幼白诺氖分坏茸詈笸斗牛蛭赡芤仁±锉叩牧斓祭淳傩幸鞘健薄�"
3618994,"[font=宋体][size=10.5pt][color=#000000][font=宋体][size=10.5pt]苏荣书记您好！您非常重视新闻媒体，曾说过“新闻媒体也是生产力”，对网络民意您也非常的重视，曾多次从网络中问计于民。正因为如此本人向您反映一个问题。江西今视网评论投稿须知上明明宣称有稿费，可是笔者在此网投稿（在江西是专投）两年时间，没收到稿费，每次打电话都有各种理由推托，如：地震期间太忙，奥运期间太忙，国庆之后再说，年底会给。一直拖延两年多，在全国众多评论员的投诉下，到今年年底才非常勉强的给予回答，但计算稿费结果令人很不满意。其它不说。本人是江西本土人，两年多来一直向今视网投稿，但因今视网每天发稿也就是一两稿，因而本人上稿也并不多，按照今视网计算也就99篇，就是这99篇今视网却大打折扣：一是99篇不知何原因只算为46篇，基本上是去掉一半。二是当初编辑给大家说是50元一篇，今视网的李xx也对本人说过50元一篇，可是如今却按30元一篇计算。三是约稿当初说好是100元，可如今每篇只按50元算。四是我在今视网起码写过十多篇约稿，大多是江西体裁，如：苏荣发表公开信“问计于民”问得好，江西红色旅游为什么这么旺；&#8226;苏荣对网媒为啥“一网情深”；&#8226;省长公布手机号：为民意识的提升；&#8226;“民声通道”是为民之道；做好“红色旅游”这篇文章大有可为；总理帮江西“卖”脐橙爱在其中；&#8226;三十年一垦殖场知青的变化；苏荣“不烧火”“接力赛”的寓意--地方领导--人民网；等。（因时间太久，今视网衔接找不到，只好用其它大网的衔接）可是约稿只算了两篇，而且每篇只按50元算。今视网的评论稿费标准是50元，不仅编辑说过，就是原来有人也是按50元一篇的标准发给的，为什么只给我30元一篇？其它人每篇上稿都全发稿费，可是我只99篇只算了46篇，今视此种做法很不公平。此事本不应该麻烦省委领导，可是本人多次向民声通道反映，石沉大海；本人向今视网发过十多封电邮，也根本不理，因而不得不向您直接报告。稿费事虽小，但是一个作者的心血，是对作者价值的肯定。本人写评论大都是以江西为题材，宣传江西，歌颂江西？今视网此种不讲诚信的做法无疑是给江西作者的一大打击。其实今视网每天登得评论并不多，一天一般是一篇，最多也就是两篇，除开节假日，一年顶多就是两万元，这个数字应该不会支付不起。更重要的官方网站应该讲诚信，不付稿费伤了很多评论员的心，直接关系到我们江西的形象。今视网扣下本该给作者的稿费，没有道理。由此本人要求今视网将评论员的稿费全部发给。罗瑞明[/size][/font][/color][/size][/font]"
