c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12
16.08966058,19.16886783,19.59821445,19.76838244,19.63677042,17.10352851,18.34266245,18.8153357,19.09756386,19.13419145,17.76747256,17.56608344
20.54678689,18.08028689,20.09331017,16.71837394,16.53088027,18.98704838,20.2355516,17.10669287,16.7782085,18.02522366,18.93696234,17.03476114
19.17594252,18.09510407,17.31128468,18.1940948,17.45883039,19.68446185,18.1842703,19.44957449,18.87341281,17.03287346,18.55675848,18.66848678
20.27719477,17.29410369,17.5340341,17.47636847,17.13903909,19.6746407,19.04796071,18.00491277,18.57184566,18.45752989,18.40107536,19.72402194
14.44748291,19.04147057,17.28874456,19.91299543,20.29524213,18.10323482,17.45051147,17.2344826,16.631761,18.05683522,18.28812257,18.88533878
17.72001511,20.52944911,19.77302098,18.4828551,18.94285714,19.44481144,17.74895383,17.58791557,17.43569762,21.65997859,16.72394626,17.189009
20.04200444,20.35946852,21.81324058,18.00727222,18.13932911,20.14659475,19.72164419,19.13749651,18.9530076,18.58543826,21.20373081,20.89585366
20.12357824,20.02333627,17.71030968,18.4479704,22.13505522,19.85609209,17.20823959,15.09662009,17.97699014,16.73398244,18.98047164,15.24267225
16.91923513,18.60803097,18.57500066,17.71369284,15.05407698,16.63707747,17.61986063,21.06932036,20.73844069,19.63571735,19.31345909,17.50761722
18.76807783,16.89102028,17.33063545,16.67320943,15.34474082,18.35084407,17.97856703,18.53449047,19.19125699,16.62629893,19.87799008,19.13232549
17.50768944,16.23277828,18.37786846,16.30628596,17.20333558,18.68627755,17.39022637,17.2663151,19.53105555,20.74277343,19.90132387,18.62506944
18.36790743,18.44976514,16.46566817,14.78223611,17.94847882,18.50090301,16.14860671,18.0122994,19.15780662,15.42474961,15.75251801,17.02691784
17.22559024,16.40935791,15.80068269,15.26200153,17.50057233,18.14763186,19.55616176,18.00001019,18.38236315,15.5641525,15.07069388,16.33079513
17.93153453,14.85629303,18.27258499,19.23743105,15.03853956,18.45575929,16.29193868,20.83427843,18.1563854,17.27767248,17.59919776,17.67647472
15.75466524,14.74923322,16.01490733,16.96462229,18.43724241,17.06021129,16.95420509,19.2802628,17.25167186,16.66595068,18.02250682,17.9313262
17.85498232,17.19157097,18.3740856,16.4284616,18.01366871,17.7157109,16.84380387,20.39081457,20.58117718,18.63683628,19.02494617,15.63400843
19.49599575,18.13512373,20.71285016,15.5708654,17.79042169,19.4952813,18.73090818,16.69998145,19.45645343,17.9184189,19.05307511,17.27963229
18.49062017,17.91717027,18.2740828,18.08346268,16.35836378,16.69169973,18.50620856,20.03482218,20.66058502,19.34827398,18.05138548,16.67176119
20.6758841,20.14561217,18.56503275,20.18545777,22.32855857,20.39160029,19.25892798,17.9381838,20.30829775,19.44681469,17.64786921,16.28124222
20.06297668,17.66544728,15.8838045,19.95507991,15.34873013,16.59388784,20.00580934,20.97727817,20.58623804,19.69109086,19.05234091,18.56824335
15.89676544,20.26163042,17.66560228,18.36819938,17.49858652,18.23569988,17.39318588,17.83043938,15.98202073,15.10312186,18.42875095,16.9053823
18.97818038,17.70853012,17.63222504,21.26744359,18.20136429,20.09212385,17.95159607,18.56125818,17.1155525,18.6156148,18.43085669,20.25344988
15.80619435,20.16939531,18.66874594,19.37255998,17.92209865,18.96847348,17.09528166,18.8410844,18.82686982,16.63892911,19.54236295,20.56679865
16.5924379,16.97761827,18.35348978,17.8702984,16.42410498,16.95503151,16.36181902,19.54051319,20.28611017,20.46505071,20.14638178,18.71226188
19.69479654,19.67915844,19.71256152,19.47785325,18.16818885,20.24296741,19.32351182,18.75678428,18.76434831,20.2402084,20.86358141,20.3278657
19.1193252,19.6268003,17.9588445,21.91824628,17.23771903,18.69483218,17.09064051,19.22244184,20.13070926,20.45039392,21.15420033,21.00181695
17.68560028,17.21988573,17.72195592,17.05540395,15.42305258,17.18741723,17.88544742,21.22682648,19.6302735,17.5661771,16.82593116,18.5990166
19.79241412,17.67000764,18.33997324,18.24989207,14.67644437,20.57316155,18.16325998,18.85065431,19.24264996,18.43062266,17.70161731,21.30138014
19.55040235,19.63114742,17.43041894,18.48536043,16.28564459,20.72656853,19.42243247,18.0978592,18.30293316,16.04006666,15.90319249,20.76819941
16.94740383,17.47364562,16.84229769,19.7185847,18.27619847,16.92938677,17.94299748,18.14378821,18.06163059,19.90069441,18.06592282,19.24635484
20.72024705,17.64086629,16.08810727,16.48847722,14.60351216,16.71355594,18.60848533,20.08787218,19.071453,17.29782287,16.66082726,19.50442429
18.38667199,20.04640169,18.72143961,17.15338292,16.20891752,17.35164666,18.12577834,19.58114475,18.02932655,17.08317535,18.53467684,18.77673227
16.81279808,18.46314851,15.24187252,15.28252382,18.64127001,17.1681614,17.44292274,16.54001258,19.70315878,18.878661,17.83869428,19.2252692
18.21044924,16.8400714,18.44586905,21.73456298,18.21881895,21.36966091,16.28970743,17.4291571,17.9073683,18.62244909,20.0476065,18.57699649
16.14313571,20.21498818,19.49669521,19.10814121,21.95174423,19.44949583,17.83048414,14.19992803,15.07061944,18.25698872,16.4543057,17.384369
16.9072034,18.8442425,15.14043719,18.7595573,18.07045269,15.52228101,14.81888038,20.22962293,19.2192139,15.3071036,15.2987916,19.82236647
12.64334624,16.70636914,15.07519409,17.10829567,18.57082637,18.84826489,15.92441796,15.09521476,18.01384149,15.43955794,16.99824802,15.1692337
18.21547949,19.05632087,17.85221381,18.94415552,19.15004299,18.63103058,17.04067403,17.67824025,21.45975585,20.24533629,19.71307125,19.7167664
18.45773078,20.00234992,20.40045273,19.75927634,20.55638577,19.89174111,19.56688023,17.49935989,16.36322895,19.63794452,19.40307374,18.84734523
19.17066296,18.49448732,17.32894536,16.13916372,17.34906133,16.1994396,19.04311889,15.14351902,15.89825624,18.31951438,17.36870082,16.88902941
16.13884819,18.60278832,17.10223443,18.3497293,18.07153106,18.52895311,16.18025441,16.69451642,18.66854728,18.56408463,18.42420554,20.34798964
16.48916295,17.35031632,18.93090686,18.11666625,15.27264657,18.07703183,16.12506827,20.33475919,19.22583754,14.66859216,16.79976561,18.22082447
16.68741308,19.29392986,18.49478492,16.59536491,15.42668809,17.68075872,17.76326874,17.91080314,15.12011812,15.45854822,16.33393871,19.00861187
17.6320283,15.74338027,18.26377001,15.0511563,19.06599714,16.49313218,18.12222838,15.73375114,15.18680545,16.2630786,16.44817212,14.48744448
16.9314264,19.96837729,18.64505414,16.76923581,20.00805956,19.44090197,15.77102942,13.48398277,16.64286635,17.1660758,17.68062569,19.32274741
18.1902064,17.8133256,18.01985575,16.94787974,17.40659347,17.5284636,15.40962154,19.26197716,18.3655544,15.86033483,17.61690145,19.26019369
18.09460465,18.2539576,22.82444261,19.80584885,15.27875992,17.0167535,16.55309421,19.56823227,19.64229341,18.84342446,20.81819513,21.14329543
20.05206001,19.40559212,18.54102207,17.37847789,18.02357023,18.53200844,19.9125923,16.20775127,18.93878826,18.13672769,16.32810002,18.21279089
17.82307216,16.5592901,14.22790577,17.30012624,18.69228104,16.14362735,19.05790472,15.53503987,15.66274265,13.63810021,13.11901573,16.47849005
15.70316149,16.76408293,17.50377404,15.36264065,17.57762528,19.46253255,19.49924842,17.81300105,16.92796504,15.81886958,19.95261223,20.85717534
15.42130591,14.83974657,15.12569598,18.78872751,16.84639096,18.28511811,16.81767811,18.11157736,17.58261477,17.61980146,15.71693696,14.96786677
22.60308368,18.18587883,17.73831113,19.92091235,14.85255613,17.06024101,16.93921653,18.71719313,19.93692947,16.86899895,15.09465067,18.95852351
17.0050623,16.69266099,18.87094513,14.6973854,17.7107387,20.12630414,15.73171282,15.40731705,18.71875729,15.57156149,18.47254228,15.41743684
17.57086702,19.98599747,20.50127875,16.55478371,18.92922106,20.75840231,20.6415269,17.33585521,16.87983818,19.54495689,17.94659951,19.7144629
17.54670724,18.49040615,17.54144139,18.49949637,17.15907045,16.40832394,16.85217227,21.4578857,18.73881643,18.28647739,17.0961823,17.57362032
16.84661248,20.62592833,18.81748251,16.72944677,18.77101672,18.57361573,20.3251337,16.67195706,15.44658338,18.28630392,17.79204198,19.64214454
18.26768385,17.26315943,15.07503031,16.36722736,18.21821616,17.37408569,20.87094212,17.89035207,16.71172299,18.76891344,16.96716989,16.80575723
18.03129376,16.02828873,15.62824986,18.83799826,17.87710338,17.56322358,17.88372814,16.84648818,15.74877415,15.48275653,15.64379392,18.91801893
18.02303519,16.69841315,15.78567043,16.09934159,17.36088989,19.02459531,20.07020517,20.30070013,17.02230827,15.97675068,15.55700994,17.7256485
18.69169768,18.55249877,17.07386219,16.30421855,17.83902223,16.32554417,15.62057628,15.3693229,16.45251143,18.91471925,18.40531325,15.6625661
18.81082443,16.93519382,17.8568291,18.24944841,17.92892859,18.9873675,20.17742632,17.72155316,18.51942908,19.77911447,18.17498892,18.18179514
18.03948966,20.25082926,19.73437697,18.13224108,18.33023846,20.47803083,16.86203258,18.60292266,17.43121273,15.89226366,17.78864133,17.72234731
18.89126971,18.32030616,17.08908312,19.30928872,18.62077519,19.28256889,18.2994922,19.99213437,20.01096621,17.02733156,18.97771476,17.10831563
16.32754416,16.66806343,19.33844288,16.08210878,14.65753613,16.01278261,17.55858544,17.91952152,15.80854428,14.72669933,18.10394986,18.26736409
19.85132547,20.28007805,18.77351561,19.01436768,19.94379562,19.19376562,18.06359972,17.04639101,19.31743312,20.88999973,19.93944208,19.83360535
16.63361228,16.89177475,16.35053374,16.6728934,17.61603341,18.06238453,17.70616832,18.41237636,15.86541156,17.40658457,15.08867161,17.67806584
16.30600059,16.53051148,19.04181448,19.99834392,18.71039294,17.84695512,19.32176461,15.50942501,14.99118991,16.77756235,16.89147928,20.60904615
17.22842997,17.74479647,19.46215371,16.45442319,16.95637581,16.60692106,16.7999557,17.9074593,15.20690511,17.40698054,18.10246593,17.76868381
19.43275975,18.02017408,18.35643169,17.64380917,16.5734445,17.42846135,19.48414241,19.58379307,18.4889458,17.77477645,18.66574477,16.6316188
18.74847269,18.95390983,19.05866507,16.58254238,16.112953,19.13990747,19.99651982,19.14412758,18.25075885,18.00464121,18.53177765,19.63102475
20.14987497,21.55843446,16.95848008,18.54523492,21.58840198,19.56717453,19.66201412,17.70675024,17.10114905,17.76524712,16.27422124,19.98651593
19.0471425,17.87583608,19.04418659,17.71001171,18.97212049,19.70473382,19.8626429,18.6820196,16.83179916,16.55533128,16.73108865,18.44533433
17.25683361,15.59640688,15.73444592,17.16933633,17.65925842,15.56357963,18.41636054,21.23552004,18.37701502,15.666566,18.64563271,18.75606723
19.98499622,18.28836076,18.07695292,19.38660725,18.28979358,17.14043273,16.92887718,20.18528061,19.8500709,19.62828412,18.51817568,20.03552609
18.2859831,16.50468121,17.91636199,18.26563136,18.9473565,17.1414805,18.18667167,18.28579599,16.81219578,17.92817487,18.50263358,17.53776766
18.31675017,18.96809228,18.66400482,18.19095488,20.01646956,18.19227744,18.73135048,19.68661024,17.83523402,16.36308649,17.77126793,14.75711582
17.8993435,17.94967237,16.32846734,17.74149677,21.59778251,19.142315,19.19917334,18.11288281,16.95903889,18.58754245,18.74787359,17.27948144
18.40130405,16.57553532,17.80627137,17.59272654,18.7870383,16.43428302,19.17419127,17.10183454,16.8722279,16.89036595,17.05883398,16.91077502
17.38479366,17.64344279,14.23612714,17.38744139,16.89388576,20.34587096,17.18660832,17.12585342,17.38201304,16.98294761,17.05759382,16.82594664
16.82460004,19.92585592,15.66732617,19.03037331,18.12313287,14.86032092,16.56389863,21.57327845,19.37230072,19.5083601,15.15413806,19.15428704
19.97933098,16.82917514,16.39373179,17.74607584,16.25409669,14.87451493,16.61236097,17.93860225,16.46312893,18.64580004,16.8394725,16.74776659
17.27752035,16.51338466,16.2999834,17.16403013,19.19239251,16.67821008,17.29559651,15.64792475,17.27499641,15.92375869,15.12112358,15.22998781
17.57465431,16.48820905,18.01162878,18.87953418,14.44007544,17.11901229,17.22916679,19.5752645,17.22057963,18.03222553,19.78359554,18.91318857
15.39781484,17.18104165,15.95378112,17.27057,17.38167142,18.44369961,18.24251204,17.43255697,17.07206241,19.75618729,15.17752603,17.01994862
17.29653645,20.64959214,17.85840673,17.66136155,19.12722487,17.56533812,15.43429016,14.67142879,19.80747321,18.43416744,16.76318391,20.20684807
18.26361328,18.05186333,18.7529976,18.93794222,20.99135293,18.53033956,18.35169381,17.25546778,17.53912786,20.79284193,16.95505409,14.27735412
19.26003795,20.2915024,19.00644921,17.78802389,20.01246455,19.59791394,18.34915538,14.45981595,17.1754285,16.57210371,18.07720762,18.16672057
18.60667245,19.50376866,18.87062988,16.63241096,17.59798262,19.69013726,17.20910876,19.38242145,18.95967025,17.60554261,17.17108408,19.31599825
14.40149924,17.90923447,15.30736665,17.47714972,17.40466736,16.07067471,16.1195524,16.82365901,16.05600167,14.72830846,15.20607575,17.03823488
17.88127605,17.17821345,17.10115416,21.25471676,18.97575365,17.89248902,19.04714623,19.69788801,19.38697117,20.15002706,20.0638173,18.85892472
19.55031783,17.2789729,20.25512873,18.33241422,19.31711382,18.89065638,21.98582054,21.82925713,18.18322002,17.466802,20.62212992,18.93614684
18.28731375,18.3818635,17.90263015,19.06733463,19.19354716,16.66322601,18.68469441,18.82444765,19.05874999,17.60579213,17.91197706,16.8267443
13.13691765,15.21458721,18.01070573,19.77752424,14.74285705,17.75666466,16.24811562,19.22119401,15.61519047,17.58825856,16.23972663,16.3416633
17.67300371,15.71014888,16.2096296,19.21517917,17.09448358,15.683072,16.82315195,19.82633965,18.78187045,17.12843119,17.92789693,17.19103251
17.29432252,18.06327455,21.33980112,17.95941629,17.66211824,19.58852641,20.38380284,18.0398995,18.15848533,17.28744398,19.55677149,18.6353867
18.18345996,17.70143394,19.40950226,15.78999305,18.67496767,17.2366999,20.27611911,18.7738825,16.33166725,17.23203077,18.15019565,18.22242017
17.14746884,18.7658902,15.8529903,18.50772642,17.46325358,17.43916769,17.20252048,17.8740582,16.33170832,15.92694705,16.9729749,16.33853546
17.6502582,17.7673244,19.51255049,16.51768009,17.22473432,17.38853172,19.60002416,18.86579793,17.76087597,16.30419713,18.98942351,15.08523444
19.77144409,15.49032062,17.71485194,18.22956175,14.0137005,17.28378053,17.59812275,17.62477045,18.00606228,18.13523852,16.89795842,17.93281594
20.74477917,17.5056078,17.24650304,16.2050437,19.56932385,15.43985276,18.88523162,18.5087805,17.96679282,17.17259265,18.06438195,18.68027183
17.47135851,18.89743202,19.07928291,16.9734188,18.93580877,20.96973347,18.43851458,17.87216915,16.46003161,17.79365562,17.77494011,17.98144811
15.55220721,17.11280884,18.14698407,18.94697517,14.42698524,18.49005406,14.39220518,17.7394085,18.01389296,19.26422198,18.20589691,18.23880052
17.84429169,15.14691574,18.37629133,16.23019838,16.96534599,16.5929047,18.48456742,18.28251297,16.73358903,15.31672196,16.1757363,16.2965889
17.04046324,18.52880761,20.18972856,15.99429436,17.31030484,17.54876176,18.60998161,17.87264285,18.8973759,16.94496765,18.25467916,18.12836528
18.90844572,19.4616228,16.26158733,18.21945057,20.02825186,17.579698,18.03871265,16.58874289,17.74486017,16.75105234,16.318122,16.23517014
17.04118133,16.31942344,15.96305371,15.63504732,14.07540326,15.84347586,17.03307066,17.56012264,16.36498423,14.85345956,18.44487041,19.23204537
17.28766113,18.55861373,18.17080899,18.00030389,17.7569685,17.56701127,17.77230593,17.73139609,18.46013849,16.9489343,18.23161153,17.41539184
17.36820308,17.85552216,19.49108762,16.68097026,17.32644305,15.90659052,16.73753619,17.87442596,16.71132859,18.74186571,18.92227378,20.83476759
18.51904785,21.14649054,19.64153488,17.74555986,20.2652743,17.8826107,17.90836455,17.03359299,17.86435804,16.72175371,18.26263791,18.27569628
19.00159779,18.04178969,17.72413627,17.51734506,18.79886183,18.85940216,17.98762983,18.03138328,18.60841646,15.82568654,18.64875783,16.88385471
16.87126323,19.89688377,17.83170829,19.239586,19.37513159,20.42531292,14.99452247,18.40107722,19.53951287,17.25186659,16.0782804,15.98205549
16.10392492,18.48101015,19.57066283,17.07475502,18.83282929,15.27364924,16.98474682,19.69629504,16.8587934,19.75817365,17.42072153,16.13163748
17.61616202,15.34004398,16.94577771,16.74111026,18.87341316,19.2175688,20.19683637,17.843629,16.22861113,16.98743898,16.63389103,17.02455887
18.20260974,18.61792902,20.69405467,17.53434851,16.59583535,18.03645096,14.6520509,17.01719761,17.68967655,17.62206904,17.12620729,15.64154884
17.53584459,16.42658807,19.74162111,17.7423775,16.09345344,17.75935006,19.00526866,23.50944774,20.07040705,17.80336089,19.35333254,16.64251572
19.43126979,17.73172325,18.27991981,16.04373422,18.25552486,16.75251775,17.94270084,16.23303834,18.26621858,19.74036147,19.27107864,17.98801301
17.5653514,20.32969427,17.70932919,19.19249263,20.41958951,17.84413909,17.14859601,18.22285377,17.41075072,18.29236054,20.1334122,17.54583124
16.8862998,16.59852005,16.08490826,19.68349992,19.86734021,18.25153421,17.33495687,19.59338934,20.55383691,20.81785529,19.34354026,15.9503002
18.64190762,17.48619708,18.21659988,18.32712959,19.5804996,18.81520099,19.85805375,18.91505851,17.178823,19.25764691,18.26865715,17.49044007
19.01619341,18.6087677,18.53560532,18.6689848,17.18093361,19.62768401,19.77918803,18.24119579,20.0272903,17.87459385,20.2209201,19.71365279
17.56183707,17.96294525,17.68890597,21.17425068,19.18425833,17.33433777,16.02364219,17.26234378,19.06002942,17.90978095,20.74541307,17.3071685
19.14915256,18.25759885,22.04420626,19.18592504,15.7629525,19.34339677,20.29760401,20.16393854,19.12410687,19.60393802,21.51750334,19.83213278
16.66412206,18.89844318,17.83577018,14.8765861,18.5080472,17.58983151,18.34337893,17.23179352,18.18977579,16.98454572,17.6067659,19.42748663
16.55975702,14.2256384,17.91004781,16.05275114,15.90884211,17.15035802,15.89936548,18.75227033,17.09871227,16.37269868,16.48207896,14.42668393
18.72658565,18.65259924,18.10175496,18.20171938,19.16475428,18.84163416,19.00867975,16.31850303,18.12290764,18.55307948,19.6444407,17.68736839
18.93406876,18.04591725,16.0560549,16.48486334,19.19876332,16.44974794,18.86457085,16.14085852,17.27710288,19.0327783,16.45862434,18.79985026
18.543794,19.30943972,18.24573455,18.7053864,18.53708034,16.35192813,19.32871036,19.58286365,19.04158963,18.22452353,18.44526931,20.93057014
20.0138136,16.96127036,16.4727702,18.83832377,19.05988694,16.86294914,18.17302072,19.35652576,17.49912999,17.37139048,17.09693719,17.98792247
16.32247782,18.64188655,19.20720258,20.12027238,18.05258182,18.13840265,17.16669947,19.80443928,17.64842055,18.92430406,19.99548457,18.26717838
20.94922367,20.59335999,14.93223026,16.67171536,18.41937023,17.84221582,17.50535606,15.88276,18.21962841,17.61589425,15.27236296,17.78378448
18.71901428,19.01548372,21.06413857,17.76186599,18.74265922,20.7199862,18.29966429,15.90363081,20.20278824,18.28223836,20.43073033,18.6156971
19.19293875,17.57777609,17.49230047,18.64204799,18.36088316,17.35355579,16.7876535,16.99379586,19.06095462,18.00135253,18.56347409,17.55041836
16.03667344,18.1248278,19.3718729,17.24639812,17.77685987,18.78096968,16.50534389,16.595698,18.58480715,17.44014931,20.01491473,19.36989244
19.23393777,18.72931163,18.91894255,18.66682716,16.68777653,17.88045259,17.38983629,19.05123462,17.87502918,18.80732492,19.27107496,20.49762018
20.26215457,17.39646141,18.33703145,18.00566838,18.87486324,16.15791762,17.66104344,15.51118917,15.16410432,16.49401119,18.64654921,17.03897847
16.80370016,19.22052898,18.56703117,14.47651319,18.0233004,15.82879867,17.5324018,17.14220423,18.18712055,18.95406125,19.46385521,17.66682015
15.49429543,17.13971271,19.81706786,18.77129393,17.01196389,18.18953371,16.27478449,18.81834762,17.43115977,17.37396276,18.84338512,17.50065391
17.53085761,18.23482234,18.57665291,17.96090058,17.05613281,17.91963284,18.52686391,20.0060307,18.99094108,18.37966813,17.59385634,17.81765566
15.25600324,19.80648884,18.13200685,15.47955615,20.48029475,17.48381044,17.45187222,17.31691374,17.08993306,15.16190538,17.26430732,18.0954941
18.3043257,17.21443425,16.68074202,14.09877382,15.22218153,17.4136786,20.60547418,16.58796228,18.65006861,17.66063468,17.40841476,20.14782089
19.10377063,19.79373201,18.22560025,19.29424052,20.88976674,17.48875166,15.49971799,15.73948965,20.70371832,19.85135129,18.78729712,16.30559166
18.08437095,18.17322769,19.16793064,18.79557397,18.86957829,21.88276616,18.46852193,16.34715121,18.16315745,18.42702846,21.27202024,18.09654952
15.91998482,18.62359561,16.90224688,20.01799325,19.61677116,15.67020068,18.61222474,19.61171267,17.67847499,17.79798258,19.18466644,19.10158471
16.66282677,16.95440904,16.28399218,18.25186602,18.2799872,16.87151044,18.67066036,20.91621991,17.60763163,18.06197152,17.72162373,16.91099012
18.0874449,18.57645527,18.63782743,17.57146366,18.58849425,18.50461398,19.2871899,16.51418609,18.12391807,18.14014497,17.44171512,18.20882774
18.20726796,17.72239987,16.70435183,20.10872891,16.08713921,16.63234504,17.75067658,16.85465779,19.1190979,19.7608643,17.13298232,18.00338545
18.57116864,17.74637334,17.17209769,20.18446312,18.67756554,17.45280308,16.17815311,16.33025987,18.36083416,16.75408742,17.54500616,14.96800061
20.10665971,19.3884238,18.88760142,18.66855182,20.55118102,19.0761003,19.04373188,16.93321026,19.12559299,15.82147372,20.97930975,18.22523594
18.97856738,17.82980676,16.6755882,17.60900691,16.54016645,18.17480701,15.95487576,18.27599609,17.55768591,17.83101306,16.7832309,16.0387603
19.66552934,16.2759815,16.3453574,15.32435411,17.15556719,17.31016459,19.09745592,15.51210254,17.47164712,17.10650499,16.02385099,16.51335752
19.76177089,19.49140222,19.22945969,20.21207028,19.99458667,19.08896671,19.03881624,17.49742214,17.72523936,21.40783328,19.74881648,18.05931336
21.52813544,17.72522213,17.26712317,15.66598136,17.73219883,17.74726249,17.14305423,17.71518991,18.74907165,15.30151278,18.14508545,17.18002766
16.99235893,17.14508256,17.76612912,18.57650327,14.0112124,16.23661479,16.25204914,18.51240033,19.70863542,17.58207639,19.84179785,19.73264305
18.55001737,17.33855685,18.08202478,17.97368479,19.41767145,18.8766477,18.87447908,15.75823763,17.47179685,20.36921897,17.93734567,19.09914943
15.9383135,20.13551466,19.26617512,17.72333551,21.05715468,19.41352664,18.82378613,15.16898736,15.24828376,20.28904539,16.59596437,20.32484041
17.12416122,18.7212345,17.68519838,21.55852167,18.47380847,18.39095005,17.36769877,19.43541681,18.1317711,17.10780167,18.66970004,21.32692467
19.26441278,18.55796483,17.78378961,21.31706924,20.28119914,20.50512507,18.7218899,19.568056,17.96802255,18.47456814,18.13471685,18.23508366
17.98359783,18.45042181,19.75287811,18.55237155,18.83915296,20.09708054,17.9421527,18.50219739,18.97289087,19.33266158,20.44465354,19.05723656
19.47202015,20.95575015,19.57986619,17.89958644,23.44171335,17.3250598,18.46147429,16.11884581,16.10860984,18.74611719,18.76799227,14.39575148
17.75953081,19.79619999,17.97297391,17.27440893,15.62873631,19.21365476,18.82427284,16.53873183,17.0236803,19.16902383,16.02501631,21.76983224
18.93316798,15.75963826,15.2105105,19.98758093,17.43914881,18.12545101,19.45813412,18.68423223,19.01712185,18.38374725,19.67172613,20.26476349
19.77260547,18.58612747,18.25755333,17.57164013,18.68434173,18.30999566,18.49045092,18.6991168,20.9328361,17.01711953,19.28339759,19.00039601
17.3412588,19.73084167,17.3183349,19.19079679,18.77801485,18.41795526,17.32660467,20.11460112,18.68762206,18.48933512,17.2588263,20.88864744
17.74024075,18.95665581,17.7613279,19.02229091,18.14842438,18.21533946,17.6508172,17.6659585,18.24816314,19.20364545,16.64662494,17.47127565
17.41313553,17.35058539,17.35331821,17.57183446,16.69504871,16.75096067,18.41074761,20.36717827,18.08665831,16.61764787,17.74529046,15.99674487
17.7876194,18.64998324,17.69915867,17.26939639,16.83187423,17.03166728,16.74521119,20.35179688,18.42794992,18.14681406,13.84979262,15.35313339
18.62633425,19.96478728,18.21240319,18.36558177,18.37575929,19.27911906,19.15554562,17.84775814,16.87332902,16.6381455,15.36038376,18.25902184
18.11380832,16.33807381,16.43026369,18.45121808,18.13742288,17.50222467,20.18260935,17.25660288,17.53233434,15.6332278,17.94780609,20.10578293
17.68549155,16.99897828,17.06015379,18.51234035,17.19744371,17.54646892,17.04703506,16.62281064,17.91682444,18.25247389,17.85901011,17.89077022
18.64964074,18.3732163,19.98270933,19.22757668,21.88734996,19.54083946,19.52422615,17.87901868,17.47392888,18.51160223,19.41416139,16.77537161
18.82564236,20.86058984,19.69083003,20.26985487,19.39848978,19.3420695,17.33959334,18.08996841,17.77690989,19.5398712,19.39326588,19.84125217
16.88977215,17.62937103,19.92326898,19.00615423,15.69581336,19.47893605,16.19135933,17.97050492,17.40393063,20.27467175,16.91437152,17.54246354
19.40748305,16.09142755,16.55644017,17.10512761,16.93165591,20.87624954,20.87349924,18.14011885,17.02489744,16.84249583,17.14531216,18.76345379
21.82179758,21.86952973,20.36184206,20.73178947,21.90799267,20.2638866,20.04851202,16.68952324,18.42986905,19.53019325,19.75848671,20.98482242
15.34827677,17.27450496,16.53275099,15.4289948,17.90618207,16.50306605,17.70025069,18.50492096,17.22915817,17.72160516,18.08310218,18.8784163
19.29082573,17.58431388,16.30284896,14.02521521,18.62770604,19.33037636,20.83423845,15.72969808,15.22314673,16.62862164,16.33454273,17.97014973
18.24618602,17.80503316,16.92490715,15.79703618,20.20343154,16.1985962,18.20366243,16.13856126,18.74887034,17.1549215,18.36450745,15.59275919
16.24251345,20.3705674,17.91918695,16.98296356,20.26727858,17.66016205,17.33301931,16.35564573,18.0307513,15.38728962,17.03992803,18.30635394
17.25442398,18.17641988,17.49058303,16.6951441,18.44685907,18.83485474,19.22826867,18.54156469,14.97733303,15.83631193,18.69661073,17.08176923
20.62668167,18.344909,19.31621538,20.27895465,18.16781715,20.85782181,18.44533435,16.91496095,19.14289556,18.90584426,17.40771509,19.64452616
16.8495719,17.99325046,19.1820608,16.64583273,17.88685598,17.48482111,15.68869807,15.27639655,15.82614527,16.71064434,15.55252192,16.69818733
18.67649139,17.38413098,19.97787254,20.35085705,18.03295465,18.41808771,18.51977174,20.26412982,18.37656228,20.37431217,20.97703736,21.19602516
20.13151895,19.21222142,17.1579842,19.33081565,18.85423315,16.53925651,17.79781871,16.38092098,19.0733408,19.244382,17.78071383,16.71963166
19.2718039,17.29460746,17.22746932,13.9855854,19.06656617,17.49551836,16.35098871,16.63301528,18.48740744,18.49447722,17.30764824,16.60859994
16.43922835,18.06236793,16.81498836,22.70077867,17.73230358,16.96817043,17.18130743,18.64364326,19.30530597,18.02667899,20.57569223,17.25121967
17.69712895,16.82235806,18.46566774,15.92590829,16.59641415,17.21947974,19.8785036,16.96514764,17.23748995,17.56556355,19.01355152,18.33499649
17.87897942,18.39318263,15.47579287,15.08105148,19.63734226,19.26515799,18.85803626,16.51362434,20.12701216,19.87925819,17.29844792,19.02250849
16.81275717,18.32144474,17.50029901,18.75657044,21.21343072,19.3939832,18.22965246,16.75977124,18.11499789,17.04519794,18.1942823,18.89881436
19.78671954,19.52486796,17.7403792,17.42862842,20.60640234,17.97871102,16.85017837,16.2344338,16.65666553,17.79868352,17.23911549,17.73459391
17.71991074,17.29801927,18.03626791,16.00316311,16.46522474,18.4086384,18.2037149,19.29375644,18.25669383,16.62010158,18.57018992,17.15840549
18.90931302,17.53501381,19.92142808,17.19925767,15.01765961,15.53634164,17.66977218,19.93686983,17.29919861,17.79936106,16.96108926,18.71811972
18.06246134,20.4579512,16.14897178,20.02999581,19.94295255,17.63952796,17.63497767,14.30361293,16.26020547,19.37460072,17.04497895,16.67850341
17.98701243,17.84976165,17.69207104,17.30181169,18.63424568,19.66263377,18.01776846,14.64844781,17.13862174,18.57257645,14.00237515,15.9258389
17.28827396,18.55724721,20.13485982,15.41240186,16.27155295,17.42485515,19.41543843,17.10082355,15.9491225,17.4096727,19.24607873,18.70852149
